conversation_id,rep_id,client_id,date,month,month_name,product,objection_type,objection_difficulty,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,context_weighted_score,response_quality,quality_label,client_sentiment,sentiment_label,outcome,is_success,is_success_broad,objection_text_len,response_len_chars,response_len_words,response_to_objection_ratio,info_density,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,skill_level,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,duration_minutes,duration_category,objection_text,rep_response,conversation_transcript
CONV00389,REP002,CLI0011,2025-09-01,9,September,LV CYSPROTECT,Marque inconnue,Difficile,9.9,9.3,8.5,9.2,9.09,Excellent,2,Négatif,-1,Rendez-vous futur,1,1,85,391,59,4.55,12.16,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,4.75,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00379,REP007,CLI0106,2025-09-02,9,September,OLIGOVIT Trio,Stock suffisant,Difficile,6.3,6.4,6.7,6.5,6.51,Bon,1,Neutre,0,Intérêt Modéré,0,1,74,74,12,0.99,1.28,0,0,0,0,1,0,Confirmé,2,0,1,0,0,1,0,0,9.25,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]"
CONV00056,REP003,CLI0130,2025-09-02,9,September,OLIGOVIT Trio,Posologie complexe,Difficile,8.8,9.0,8.9,8.9,8.91,Excellent,2,Positif,1,Intérêt Fort,1,1,75,284,45,3.74,9.0,0,0,1,0,0,1,Expert,3,1,0,1,1,0,0,0,4.9,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]"
CONV00149,REP002,CLI0193,2025-09-02,9,September,Omevie Omega 3 – 1000,Marque inconnue,Difficile,9.7,8.1,9.3,9.0,9.04,Excellent,2,Neutre,0,Intérêt Fort,1,1,85,391,59,4.55,15.86,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,3.62,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00204,REP002,CLI0089,2025-09-03,9,September,LV CYSPROTECT,Posologie complexe,Difficile,7.0,7.4,5.8,6.7,6.58,Bon,1,Positif,1,À rappeler,0,0,75,70,14,0.92,1.79,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,7.72,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]"
CONV00017,REP003,CLI0182,2025-09-06,9,September,LV Vitamine A,Stock suffisant,Difficile,9.8,9.7,8.1,9.2,9.0,Excellent,2,Positif,1,Commande,1,1,74,278,45,3.71,17.31,0,0,1,0,0,1,Expert,3,1,0,1,1,0,0,0,2.5,Très courte (<3 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?","Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?
Client: Je vois... [suite de la conversation]"
CONV00114,REP018,CLI0197,2025-09-08,9,September,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,7.1,7.2,6.3,6.9,6.77,Bon,1,Positif,1,Demande info,0,1,74,74,12,0.99,1.64,0,0,0,0,1,0,Confirmé,2,0,1,0,0,1,0,0,7.23,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]"
CONV00288,REP002,CLI0158,2025-09-09,9,September,Vitonic Tonus,Marque inconnue,Difficile,8.6,8.8,9.1,8.8,8.88,Excellent,2,Neutre,0,Commande,1,1,85,391,59,4.55,8.03,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,7.25,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00078,REP001,CLI0162,2025-09-12,9,September,LV Fersang junior,Marque inconnue,Difficile,8.3,9.1,9.1,8.8,8.9,Excellent,2,Neutre,0,Commande,1,1,85,391,59,4.55,6.61,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,8.82,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00259,REP003,CLI0034,2025-09-16,9,September,LV CYSPROTECT,Stock suffisant,Difficile,6.9,6.0,5.7,6.2,6.09,Bon,1,Positif,1,Intérêt Modéré,0,1,74,74,12,0.99,2.99,0,0,0,0,1,0,Confirmé,2,0,1,0,0,1,0,0,3.92,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.","Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]"
CONV00393,REP016,CLI0054,2025-09-16,9,September,LV CYSPROTECT,Marque inconnue,Difficile,6.8,6.5,5.3,6.2,6.04,Bon,1,Neutre,0,Demande info,0,1,85,72,11,0.84,3.17,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,3.37,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00084,REP005,CLI0129,2025-09-16,9,September,LV Vitamine A,Marque inconnue,Difficile,5.6,4.3,3.6,4.5,4.31,Faible,0,Neutre,0,Objections non résolues,0,0,85,30,5,0.35,1.02,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.82,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00123,REP008,CLI0112,2025-09-17,9,September,LV Fersang junior,Posologie complexe,Difficile,6.8,6.6,5.7,6.4,6.24,Bon,1,Neutre,0,À rappeler,0,0,75,70,14,0.92,2.54,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,5.42,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]"
CONV00074,REP009,CLI0047,2025-09-18,9,September,LV CYSPROTECT,Marque inconnue,Difficile,7.0,6.2,5.7,6.3,6.18,Bon,1,Négatif,-1,À rappeler,0,0,85,72,11,0.84,1.89,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,5.72,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00091,REP008,CLI0098,2025-09-21,9,September,LV Fersang junior,Marque inconnue,Difficile,8.0,6.6,7.0,7.2,7.13,Bon,1,Négatif,-1,Demande info,0,1,85,72,11,0.84,2.14,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,5.05,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00018,REP018,CLI0034,2025-09-21,9,September,PHYTOFANE Lotion anti chute,Marque inconnue,Difficile,7.6,7.6,5.4,6.9,6.61,Bon,1,Négatif,-1,Intérêt Modéré,0,1,85,72,11,0.84,1.57,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,6.92,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00305,REP002,CLI0101,2025-09-21,9,September,LV Fersang junior,Stock suffisant,Difficile,3.5,4.1,3.3,3.6,3.59,Faible,0,Positif,1,Objections non résolues,0,0,74,31,5,0.41,0.74,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,6.68,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00126,REP022,CLI0226,2025-09-23,9,September,LV CYSPROTECT,Marque inconnue,Difficile,7.2,7.7,6.3,7.1,6.94,Bon,1,Négatif,-1,Intérêt Modéré,0,1,85,72,11,0.84,1.45,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,7.48,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00181,REP016,CLI0090,2025-09-24,9,September,OLIGOVIT Trio,Marque inconnue,Difficile,5.2,3.9,3.7,4.3,4.14,Faible,0,Négatif,-1,Refus,0,0,85,30,5,0.35,0.5,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.97,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00297,REP006,CLI0182,2025-09-24,9,September,OLIGOVIT Trio,Marque inconnue,Difficile,4.8,4.1,4.0,4.3,4.23,Faible,0,Négatif,-1,Pas intéressé,0,0,85,30,5,0.35,0.62,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,7.92,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00215,REP001,CLI0137,2025-09-26,9,September,LV Vitamine A,Marque inconnue,Difficile,9.1,8.5,10.0,9.2,9.32,Excellent,2,Négatif,-1,Commande,1,1,85,391,59,4.55,10.54,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,5.5,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00307,REP003,CLI0165,2025-09-28,9,September,Omevie Omega 3 – 1000,Marque inconnue,Difficile,9.8,8.7,8.9,9.1,9.07,Excellent,2,Négatif,-1,Intérêt Fort,1,1,85,391,59,4.55,10.93,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,5.3,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
