conversation_id,rep_id,client_id,date,month,month_name,product,objection_type,objection_difficulty,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,context_weighted_score,response_quality,quality_label,client_sentiment,sentiment_label,outcome,is_success,is_success_broad,objection_text_len,response_len_chars,response_len_words,response_to_objection_ratio,info_density,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,skill_level,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,duration_minutes,duration_category,objection_text,rep_response,conversation_transcript
CONV00236,REP013,CLI0119,2025-08-25,8,August,OLIGOVIT Trio,Marque inconnue,Difficile,6.3,8.0,6.0,6.8,6.68,Bon,1,Négatif,-1,À rappeler,0,0,85,72,11,0.84,1.54,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,7.02,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00053,REP005,CLI0122,2025-08-27,8,August,PHYTOFANE Lotion anti chute,Concurrence,Standard,6.4,7.4,6.5,6.8,6.75,Bon,1,Neutre,0,Intérêt Modéré,0,1,88,95,14,1.07,4.56,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,2.97,Très courte (<3 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]"
CONV00112,REP014,CLI0091,2025-08-28,8,August,LV Fersang junior,Effets Secondaires,Standard,7.8,6.1,5.6,6.5,6.3,Bon,1,Positif,1,À rappeler,0,0,78,76,13,0.96,1.53,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,8.4,Standard (6-10 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.","Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]"
CONV00050,REP019,CLI0145,2025-08-29,8,August,"Echinacée, Zinc, Vit.C",Prix élevé,Standard,8.9,9.7,8.4,9.0,8.91,Excellent,2,Positif,1,Intérêt Fort,1,1,84,307,41,3.61,17.67,1,1,0,0,0,2,Expert,3,1,0,1,1,0,0,0,2.22,Très courte (<3 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]"
CONV00070,REP021,CLI0151,2025-08-29,8,August,Omevie Omega 3 – 1000,Stock suffisant,Difficile,4.3,4.6,3.9,4.3,4.21,Faible,0,Neutre,0,Objections non résolues,0,0,74,31,5,0.41,0.56,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.85,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00325,REP009,CLI0067,2025-08-31,8,August,OLIGOVIT Trio,Demande Faible,Standard,5.0,3.6,3.6,4.1,3.95,Faible,0,Neutre,0,Pas intéressé,0,0,83,49,8,0.58,0.98,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.07,Standard (6-10 min),"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","C'est un bon produit, les clients vont l'acheter.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: C'est un bon produit, les clients vont l'acheter.
Client: Je vois... [suite de la conversation]"
CONV00109,REP023,CLI0030,2025-08-31,8,August,LV Fersang junior,Posologie complexe,Difficile,4.7,5.6,3.3,4.5,4.34,Faible,0,Positif,1,Pas intéressé,0,0,75,25,5,0.33,0.65,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,7.55,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00381,REP005,CLI0172,2025-08-31,8,August,OLIGOVIT Trio,Effets Secondaires,Standard,9.2,9.8,8.6,9.2,9.11,Excellent,2,Positif,1,Intérêt Fort,1,1,78,372,53,4.71,12.93,0,1,0,0,0,1,Expert,3,1,0,1,1,0,0,0,4.0,Courte (3-6 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"OLIGOVIT Trio est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: OLIGOVIT Trio est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.
Client: Je vois... [suite de la conversation]"
CONV00257,REP023,CLI0034,2025-09-01,9,September,PHYTOFANE Lotion anti chute,Posologie complexe,Difficile,9.9,8.5,9.3,9.2,9.21,Excellent,2,Neutre,0,Intérêt Fort,1,1,75,284,45,3.74,9.64,0,0,1,0,0,1,Expert,3,1,0,1,1,0,0,0,4.57,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?","Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]"
CONV00052,REP012,CLI0058,2025-09-01,9,September,LV Vitamine A,Prix élevé,Standard,7.3,7.5,6.9,7.2,7.18,Bon,1,Neutre,0,Intérêt Modéré,0,1,84,133,22,1.56,8.21,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,2.58,Très courte (<3 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.","Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]"
CONV00372,REP010,CLI0230,2025-09-01,9,September,LV Vitamine A,Marque inconnue,Difficile,6.2,6.2,6.9,6.4,6.52,Bon,1,Neutre,0,Demande info,0,1,85,72,11,0.84,2.95,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,3.63,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]"
CONV00337,REP004,CLI0094,2025-09-01,9,September,Vitonic Tonus,Prix élevé,Standard,9.8,8.5,9.1,9.1,9.09,Excellent,2,Neutre,0,Commande,1,1,84,298,40,3.51,4.52,1,1,0,0,0,2,Expert,3,1,0,1,1,0,0,0,8.75,Standard (6-10 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, Vitonic Tonus contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.","Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, Vitonic Tonus contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]"
CONV00389,REP002,CLI0011,2025-09-01,9,September,LV CYSPROTECT,Marque inconnue,Difficile,9.9,9.3,8.5,9.2,9.09,Excellent,2,Négatif,-1,Rendez-vous futur,1,1,85,391,59,4.55,12.16,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,4.75,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00379,REP007,CLI0106,2025-09-02,9,September,OLIGOVIT Trio,Stock suffisant,Difficile,6.3,6.4,6.7,6.5,6.51,Bon,1,Neutre,0,Intérêt Modéré,0,1,74,74,12,0.99,1.28,0,0,0,0,1,0,Confirmé,2,0,1,0,0,1,0,0,9.25,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]"
CONV00056,REP003,CLI0130,2025-09-02,9,September,OLIGOVIT Trio,Posologie complexe,Difficile,8.8,9.0,8.9,8.9,8.91,Excellent,2,Positif,1,Intérêt Fort,1,1,75,284,45,3.74,9.0,0,0,1,0,0,1,Expert,3,1,0,1,1,0,0,0,4.9,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]"
CONV00128,REP010,CLI0020,2025-09-02,9,September,OLIGOVIT Trio,Prix élevé,Standard,3.3,4.8,3.2,3.8,3.7,Faible,0,Neutre,0,Refus,0,0,84,50,10,0.59,1.06,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.37,Standard (6-10 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Oui, c'est un peu cher, mais c'est un bon produit.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Oui, c'est un peu cher, mais c'est un bon produit.
Client: Je vois... [suite de la conversation]"
CONV00149,REP002,CLI0193,2025-09-02,9,September,Omevie Omega 3 – 1000,Marque inconnue,Difficile,9.7,8.1,9.3,9.0,9.04,Excellent,2,Neutre,0,Intérêt Fort,1,1,85,391,59,4.55,15.86,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,3.62,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00154,REP003,CLI0061,2025-09-02,9,September,Vitonic Tonus,Prix élevé,Standard,7.9,6.1,5.3,6.4,6.19,Bon,1,Positif,1,À rappeler,0,0,84,133,22,1.56,4.21,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,5.12,Courte (3-6 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.","Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]"
CONV00204,REP002,CLI0089,2025-09-03,9,September,LV CYSPROTECT,Posologie complexe,Difficile,7.0,7.4,5.8,6.7,6.58,Bon,1,Positif,1,À rappeler,0,0,75,70,14,0.92,1.79,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,7.72,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]"
CONV00189,REP006,CLI0157,2025-09-04,9,September,PHYTOFANE Lotion anti chute,Demande Faible,Standard,6.9,6.7,5.8,6.5,6.34,Bon,1,Neutre,0,Intérêt Modéré,0,1,83,75,11,0.89,1.13,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,9.65,Standard (6-10 min),"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]"
CONV00087,REP004,CLI0195,2025-09-05,9,September,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,4.3,5.1,4.7,4.7,4.72,Faible,0,Positif,1,Pas intéressé,0,0,92,47,7,0.51,0.86,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.0,Standard (6-10 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]"
CONV00268,REP013,CLI0151,2025-09-05,9,September,OLIGOVIT Trio,Concurrence,Standard,5.0,3.2,4.1,4.1,4.06,Faible,0,Neutre,0,Refus,0,0,88,34,6,0.38,0.7,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.5,Standard (6-10 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]"
